lesson_key,course_number,section_order,lesson_number,lesson_name,standardised_question,transcript_word_count
019-017,019,2,17,Wisdom From Across the Ages: The Unexamined Life,Why is an unexamined life not worth living?,4107
019-018,019,2,18,The 3 Dimensions of Your Everyday Experience (Part 1),How many different dimensions is your daily experience made of?,2467
019-019,019,2,19,The 3 Dimensions of Your Everyday Experience (Part 2),How do the models of self-understanding apply to your own life?,3087
019-020,019,2,20,Four Ground Conditions of the Human Heart,How receptive are you actually to change?,1983
019-021,019,2,21,An Exploration of Self-Sabotage and Self-Categorisation,What is a label actually costing you?,2578
019-022,019,2,22,Self: The Road to Insight and Self-Understanding,How well do you actually understand how your mind works?,5562
019-023,019,2,23,How to Identify Your Relationship 'Legacy' Habits,What did you inherit that you are now passing on?,3371
019-024,019,2,24,Homework Assignment: Self-Reflection Challenge,What does your own life story actually teach you?,1615
019-025,019,2,25,Know Thyself: A Guide to Accurate Self-Identification,Do the labels you claim online help you or restrict you?,3233
019-026,019,2,26,The Psychology Behind the Flexibility of Your Personality,"Is your personality fixed, or can it change?",3406
019-027,019,2,27,The Self-Awareness Self-Examination Exercise,How do you become an objective judge of your own behaviour?,834
019-028,019,2,28,The Annoying Feeling of Not Being 'Good Enough',Why do you feel like you are not good enough?,2014
019-029,019,2,29,End of Section Two Wrap-Up and Check-In,How firmly has the second section actually settled?,637
019-030,019,3,30,Imagining the Ideal of a Fully Realised Human Being,Who decides what you believe to be true?,2877
019-031,019,3,31,Evaluate Your Mindset: Is it Fixed or Growth-Oriented?,Is your mindset carrying you forward or holding you back?,1963
019-032,019,3,32,A Contrastive Analysis: The Fixed and Growth Mindsets,What separates a growth mindset from a fixed one?,2655
019-033,019,3,33,Unlocking the Mind: The Fixed Human Mindset,What does a fixed mindset make you spend your energy on?,2178
019-034,019,3,34,Unlocking the Mind: The Growth Human Mindset,How much of what you believe and feel is actually chosen?,2150
019-035,019,3,35,How to Upgrade the Calibre of Your Thinking (Part 1),What is your default way of thinking costing you?,2549
019-036,019,3,36,How to Upgrade the Calibre of Your Thinking (Part 2),How do you actually change the way you think?,3460
019-037,019,3,37,The Seven Decisions of Maturity and Character,What are you giving up every time you choose something?,2989
019-038,019,3,38,Decisions of Maturity & Character: Self-Reflection Questions,Do your choices actually match what you say you value?,1293
019-039,019,3,39,A Simple Process for Levelling-Up Your Whole Life,What are you settling for that is keeping you from something better?,1866
019-040,019,3,40,Ten Approaches to Addressing Life's Problems,How should you actually handle the problems life brings?,1353
019-041,019,3,41,The Rules For a Lifelong Journey of Personal Growth,What does lifelong personal growth actually require?,4186
019-042,019,3,42,End of Course Check-In and Closing Thoughts,What comes next now the course is finished?,2434
020-001,020,1,1,Welcome to the Authentic Confidence Masterclass,What is confidence actually built on?,2064
020-002,020,1,2,Critical Traits for Continuous Personal Growth,What does confidence need in order to be useful?,2564
020-003,020,1,3,Crystallised Thinking Versus Fluid Intelligence,How rigid are your beliefs about what you can do?,4240
020-004,020,1,4,Differentiating Between Your 'Actual Self' and 'Ideal Self',How far apart are the person you are and the person you want to be?,2984
020-005,020,1,5,A Model for Self-Awareness & Personal Growth,Why is it so hard to hear something true about yourself?,2092
020-006,020,1,6,The Eight Different Categories of Confidence,Can confidence really be built in five simple steps?,4986
020-007,020,1,7,Ulric Neisser's Levels of Awareness (and Self-Knowledge),In how many different ways do you know yourself?,3543
020-008,020,1,8,Assessing Self-Awareness: How Self Aware Are You?,"How self-aware are you, actually?",3290
020-009,020,1,9,Concept: Ideas Are The Birth of All Knowledge,Where do ideas actually come from?,2710
020-010,020,1,10,The Human Experience: How We Interpret Life,Does what happens to you carry any meaning of its own?,4131
020-011,020,1,11,The Four States of Human Consciousness,What does freedom actually depend on?,4399
020-012,020,1,12,General Attitudes for Ongoing Self-Improvement,What did your education never teach you?,3988
020-013,020,1,13,Perception: The Map Is Not The Territory,How accurate are your beliefs about yourself?,2830
020-014,020,1,14,Reframing: Becoming Elevated In Our Thinking,How does a passing thought become a fixed belief?,2045
020-015,020,1,15,Concern vs. Control: Where to Direct Your Energy,Where should your energy actually go?,4790
020-016,020,1,16,Envisioning the Fully Functioning Human Being,What does a person look like when they are functioning fully?,3086
020-017,020,1,17,End of Section One Check-In,What have you actually absorbed from the first section?,779
020-018,020,2,18,The Factors that Determine How Confident You Are,What actually determines how confident you feel?,3631
020-019,020,2,19,"The Connection Between Thoughts, Actions and Outcomes",How do your thoughts turn into your results?,1094
020-020,020,2,20,The Common Patterns of Destructive Thinking,Which thinking habits are quietly making you anxious?,4435
020-021,020,2,21,Socratic Questions for Stimulating Critical Thinking,How do you challenge a belief without arguing about it?,1229
020-022,020,2,22,A Script for Developing Wise Reasoning Skills,What do you say to yourself when your confidence is low?,1047
020-023,020,2,23,The Pygmalion Effect: Self-Fulfilling Prophecy,Can expecting something make it happen?,2501
020-024,020,2,24,Albert Ellis' Fourteen Insidious Perspectives for Life,Which extreme beliefs are you holding without realising?,4392
020-025,020,2,25,Helpful Questions to Address Insidious Perspectives,Which of your beliefs are limiting what you attempt?,999
020-026,020,2,26,The Road to Self-Knowledge and Self-Understanding,How do the separate events of your life fit together?,4617
020-027,020,2,27,How Does Your Past Shape Your Present?,Does your past have to determine your future?,922
020-028,020,2,28,14 Questions to Enhance Your Self-Awareness,What actually sets you off?,1841
020-029,020,2,29,Self-Assessment: How Do You Evaluate Yourself?,How do you assess yourself without comparing yourself to others?,1430
020-030,020,2,30,Fact: Some People Do Not Want You to Grow,Which relationships are actually holding you back?,1773
020-031,020,2,31,The Seven Types of Disconnected Relationship,Which of your relationships are draining you?,1881
020-032,020,2,32,Triangulation: Disempowerment and Empowerment Dynamics,What keeps the same conflict repeating between people?,2875
020-033,020,2,33,The Hermetic Principles of Self-Mastery,What are the principles behind mastering yourself?,5218
020-034,020,2,34,End of Section Two Check-In,How far has the second section moved you?,586
020-035,020,3,35,The Stages of Life Progression and Personal Growth,Is the drive to improve something you chose?,3592
020-036,020,3,36,Maslow's Hierarchy of Values: What Drives You in Life?,What are you actually committed to?,4704
020-037,020,3,37,Kierkegaard Wisdom: 'To Be The Self Which One Is',What does it cost to be genuinely yourself?,2288
020-038,020,3,38,An Ode to Self-Reflection: How 'Real' Are You?,How well do you actually know what makes you different?,2298
020-039,020,3,39,Core Identity: A Guide to Accurate Self-Identification,What happens when your identity depends on your performance?,2543
020-040,020,3,40,Firm Foundations for Defining Yourself (Authentically),What gets in the way of being honest about who you are?,1906
020-041,020,3,41,The 'How To' of Defining Your True Identity,What makes you distinct from everybody else?,1954
020-042,020,3,42,The Hans Eysenck Model of Personality Flexibility,Are you defining yourself by traits that can change?,3385
020-043,020,3,43,A Guide to Crafting Your Ultimate Life Vision,What do you want to be remembered for?,1681
020-044,020,3,44,Are You 'Good Enough'? (The Good Enough Principle),Why does one failure outweigh all your successes?,2283
020-045,020,3,45,Closing Thoughts and Recommended Reads,What are you taking away from this course?,2765
021-001,021,1,1,Welcome to Master Your Emotions and Revolutionise Your Social Skills,Where does a course on emotions and social skills actually begin?,2655
021-002,021,1,2,The Mindset Continuum & How to Benefit Most From Learning,How do you get real value from a course rather than agreement?,2345
021-003,021,1,3,"Self-Awareness Comes First, Self-Discipline Second",Why does self-discipline depend on self-awareness first?,3242
021-004,021,1,4,Exploring the Three Personal Culture Zones,Which of the three zones are you operating from right now?,3930
021-005,021,1,5,Outputs vs Outcomes: What's the Difference & Why It Matters,What is the difference between finishing something and achieving something?,1250
021-006,021,1,6,The Self-Awareness 'Full Cycle' Model,What structure can you run your own self-reflection through?,1653
021-007,021,1,7,The Three Types of Seeing (Human Observation),What are the three ways of looking at your own life?,1660
021-008,021,1,8,The Five Different Degrees of Self-Reflecting,What happens in the gap between something happening and your response?,2907
021-009,021,1,9,Awareness: Is an Unexamined Life Truly Worth Living?,How much of what you think happened actually happened?,4255
021-010,021,1,10,The Five Different Levels of Human Experience,What are the five parts of your response to any experience?,4834
021-011,021,1,11,The Psychology of Growing in Self-Awareness,How much of your own mind are you actually aware of?,3375
021-012,021,1,12,Delving Deeper into the Mind: Socio-Cultural Learning,Where did your beliefs actually come from?,4592
021-013,021,1,13,The Spectrum of Belief Possibility Spaces,How do you tell a belief from a fact?,5207
021-014,021,1,14,The Seven Stages of Personal Evolution (and Growth),"What does it mean to grow up, if not simply to get older?",4200
021-015,021,1,15,End of Section One Check-In,What should have settled by the end of the first section?,470
021-016,021,2,16,Don't Believe Everything That You Think!,Why do your memories decide how you feel today?,2768
021-017,021,2,17,A Guide to Understanding the Emotional Experience,"How exactly do perception, focus and emotion connect?",3131
021-018,021,2,18,The Twelve Patterns of Unintelligent Thinking,Which patterns of poor thinking are you running without noticing?,4933
021-019,021,2,19,Eight Scientific Strategies to Enhance Critical Thinking,How do you learn to think accurately?,4255
021-020,021,2,20,Head Discipline: Putting Your Thoughts on Trial,How do you check whether a snap judgement is fair?,1001
021-021,021,2,21,Don't Get Caught in the Comparison Trap,Why can your progress not be measured against somebody else's?,2710
021-022,021,2,22,Disempowered and Empowered Relationship Dynamics,Which roles do people take up when conflict enters a relationship?,2860
021-023,021,2,23,How You Are You: The Fluidity of Personality,Can the personality you were born with actually be developed?,5438
021-024,021,2,24,A Guide to Understanding Values (and People): Part 1,"What are values, and why do they explain what people do?",3691
021-025,021,2,25,A Guide to Understanding Values (and People): Part 2,How far do your values reach into the decisions you make daily?,2870
021-026,021,2,26,A Guide to Understanding Your Values: Exercise 1,"Who do you look up to, and what does that reveal?",1154
021-027,021,2,27,A Guide to Understanding Your Values: Exercise 2,Why do you do what you do?,1057
021-028,021,2,28,A Guide to Understanding Your Values: Exercise 3,What do your moments of ease and discomfort reveal about your values?,1104
021-029,021,2,29,End of Section Two Check-In,What is worth resolving before the final section begins?,523
021-030,021,3,30,A Guide to Cultural Competence (Social Effectiveness),Why do you need to understand somebody's culture to connect with them?,3591
021-031,021,3,31,Plato's Cave: A Journey from Illusion to Enlightenment,Why do people resist ideas that would plainly help them?,2285
021-032,021,3,32,Directive and Non-Directive Communication Styles,What makes people push back against being told?,2134
021-033,021,3,33,Six Highly Undermining Communication Styles,Which of your communication habits are quietly costing you credibility?,3956
021-034,021,3,34,The Seven Types of Disconnected Relationships,What does a relationship look like once it has come apart?,4150
021-035,021,3,35,"Dependency, Co-Dependency and Freestanding Relationships",What separates healthy reliance from co-dependency?,2583
021-036,021,3,36,The Four Stages of Human Misinterpretation,At what point does listening actually break down?,4183
021-037,021,3,37,How Strong Are Your Relationships? Self-Reflection Exercise,Which conversational habits of yours are damaging trust?,1371
021-038,021,3,38,A Guide to Cultivating Intentionality in Your Speech,What does it take to be deliberate about what you say?,2075
021-039,021,3,39,Learning to Listen: The Eight Types of Listening,What are the eight distinct types of listening?,3748
021-040,021,3,40,The Power of Immediacy and Skills for Building Rapport,"What is immediacy, and what does it change in a conversation?",3284
021-041,021,3,41,The Power of Immediacy: A Demonstration,What does immediacy look like when somebody actually uses it?,3591
021-042,021,3,42,Wisdom for Building Conflict-Resistant Relationships,How do you build a relationship that survives disagreement?,5549
021-043,021,3,43,Closing Thoughts and Recommended Further Reading,What leaves with you once the course has finished?,2829
022-001,022,1,1,Welcome to the Clarity and Personal Effectiveness Course,What will this course actually leave you able to do?,2638
022-002,022,1,2,A Guide to Understanding What Motivates You in Life,"Do you actually know what drives you, or only that something does?",2986
022-003,022,1,3,How to Maximise Your Learning (for the Rest of Your Life),How do you actually get the most out of a course like this?,3075
022-004,022,1,4,The Difference Between Being Output-Oriented vs. Outcome-Oriented,"Are you busy, or are you effective?",3068
022-005,022,1,5,Understanding What It Means to Make Progress,Does progress always look like a leap forward?,5960
022-006,022,1,6,A (Relatively) Complete Guide to Understanding Yourself,How much of your life is actually shaped by your attitude?,3868
022-007,022,1,7,Knowing Your Zone of Consciousness (and Awareness),Which of the four zones are you operating from right now?,4867
022-008,022,1,8,A Guide to Becoming More Honest with Yourself,How honest are you willing to be about your own part in your results?,3075
022-009,022,1,9,Transitioning From Our Actual Selves to Ideal Selves,How do people actually move through a major life change?,5910
022-010,022,1,10,How to Know and Understand What Motivates You,"What is the difference between a need, a want and a preference?",6298
022-011,022,1,11,The Difference Between Internal and External Motivation,Can buying something ever fill an internal emptiness?,4631
022-012,022,1,12,Exploring the Essence of Our Core Human Values,Why does not knowing your values leave you stuck?,6662
022-013,022,1,13,Connecting the Dots of Our Values: Exercise 1,Who are the people whose example has actually shaped you?,1078
022-014,022,1,14,Connecting the Dots of Our Values: Exercise 2,Why do you actually do what you do?,828
022-015,022,1,15,Connecting the Dots of Our Values: Exercise 3,When do you feel most like yourself?,1624
022-016,022,1,16,End of Section One Check-In,What have you actually taken from this section so far?,585
022-017,022,2,17,The Pathway to Strategic Vision and Execution,What separates strategic thinking from ordinary problem solving?,5683
022-018,022,2,18,The Four Main Stages of Life and Progression,Are you making decisions with the whole of your life in view?,4270
022-019,022,2,19,The Differences Between Creative and Critical Thinking,Do you need creativity or judgement to solve this problem?,2673
022-020,022,2,20,The U.N. Global Goals for Sustainable Development,Where does your own contribution fit into a global goal?,2517
022-021,022,2,21,Breaking Down the Four Different Categories of Ideas,Which kind of idea are you actually holding?,3106
022-022,022,2,22,Pro-Active Goal Setting & Positively Framed Outcomes,Why do negative goals so often fail to motivate?,2588
022-023,022,2,23,A Process for Removing Ambiguity and Vagueness,What does it take to actually get to the bottom of your motivation?,2790
022-024,022,2,24,The Quadrant of Human Agenda: Priorities and Progress,Where is your attention actually pointed?,3099
022-025,022,2,25,Six Principles for Unlocking Your Purpose in Life,What are the six principles behind a purposeful life?,3614
022-026,022,2,26,A Guide to Finding Your Sweet Spot in Life (Ikigai),Do you really need one single purpose?,3397
022-027,022,2,27,Away from Consumption: The Mindset of a Purposeful Life,"Are you living to consume, or to contribute?",2734
022-028,022,2,28,"The World System, Institutions and Societal Structure",What does it take to actually change a system rather than just complain about it?,3423
022-029,022,2,29,Six Perspectives for Personal Reflection and Self-Evolution,How well do you actually know where you currently stand?,2878
022-030,022,2,30,What You Choose Today Influences Your Path Ahead.,What are you quietly trading away with your current choices?,853
022-031,022,2,31,End of Course Summary and Closing Thoughts,What should you actually do with everything this course has covered?,2260
023-001,023,1,1,Welcome to the Goal Setting and Action Planning Masterclass,"What does this masterclass teach, and how should you work through it?",1966
023-002,023,1,2,The Factors That Contribute to Human Motivation,What is actually driving you to set the goals you set?,3115
023-003,023,1,3,Understanding the four Different Types of Goals,"What are the four types of goal, and why does the difference matter?",3450
023-004,023,1,4,A Guide to determining the Effectiveness of Your Efforts,How do you know whether your effort is actually working?,3254
023-005,023,1,5,External Versus Internal Motivations,Are you driven from inside or from outside?,4041
023-006,023,1,6,The Four States of Vision and Contentment,Can you be content and ambitious at the same time?,3133
023-007,023,1,7,The Four Categories of People (and Outlook),Where did your attitude to life actually come from?,3364
023-008,023,1,8,The Circle of Concern - Vs. - Circle of Control,How much of your worry is about things you can actually change?,4827
023-009,023,1,9,The Mindset Factor In Goal Setting Success (Part 1),Why do the same goals keep producing the same results?,4496
023-010,023,1,10,The Mindset Factor In Goal Setting Success (Part 2),What does it take to change how you think about a difficulty?,3726
023-011,023,2,11,The Tarpaulin Principle and Numbering Your Years,What is each stage of your life actually for?,5539
023-012,023,2,12,The Six Keys to Unlocking Your Purpose in Life,How do you work out what your life is actually for?,6027
023-013,023,2,13,The Psychology of Transcending for a Greater Cause,How does a society actually make progress?,2188
023-014,023,2,14,How to Grow in Influence Within the World System,What kind of influence are you actually building?,4285
023-015,023,2,15,Ikigai: For a More Fulfilling and Meaningful Life,Do you really have only one purpose in life?,3409
023-016,023,2,16,Maslow's Needs: Creating a Vision for Purpose in Life,What has to be in place before somebody can pursue their potential?,4504
023-017,023,2,17,A Guide to Unpacking Your Core Values (Part 1),"What are your values, and how would you know?",4201
023-018,023,2,18,A Guide to Unpacking Your Core Values (Part 2),How do your values connect to each other?,2515
023-019,023,2,19,End of Section Two Check-In,What have you actually absorbed from this section so far?,680
023-020,023,3,20,The Four Different Categories of Idea,Which of your ideas is worth acting on?,2777
023-021,023,3,21,Setting Goals and Positively Framed Outcomes (Part 1),Why does a goal phrased as a negative fail?,3994
023-022,023,3,22,"Ideas Come First, Vision Always Comes Second",Can you have a vision before you have had an idea?,4649
023-023,023,3,23,The Trade-Off Between ‘Good’ and ‘Great’,What are you giving up by settling for good?,2336
023-024,023,3,24,The Process of SMART Vision Boarding,Does putting your goals on a wall actually work?,3117
023-025,023,3,25,Setting Goals and Positively Framed Outcomes (Part 2),How specific does a goal need to be?,2335
023-026,023,3,26,"The Head, Heart, and Gut Model for Decision-Making",Which part of you should make the decision?,2484
023-027,023,3,27,The Gibbs Reflective Model,How do you learn something from a mistake rather than just regret it?,3733
023-028,023,3,28,End of Section Three Check-In,What will you actually do with what this course covered?,2884
024-001,024,1,1,Welcome to the Communication Skills Masterclass,What should you expect before starting a course on communication?,3076
024-002,024,1,2,Identifying Your Communication and People Goals,What are you actually trying to achieve when you speak to someone?,3225
024-003,024,1,3,The Foundational Assumptions of Communication (Part 1),What is the real measure of how well you communicate?,3147
024-004,024,1,4,The Foundational Assumptions of Communication (Part 2),"Is there a correct way to communicate, or only a more honest one?",2840
024-005,024,1,5,The Art of Communicating From the Heart,"Are you speaking from your head, your heart or your gut?",3028
024-006,024,1,6,The Four Stages of Misinterpretation,At what point does a conversation actually go wrong?,1814
024-007,024,1,7,More Than Words: The Albert Mehrabian Formula,How much of a message do the words themselves actually carry?,2888
024-008,024,1,8,Communication Foundations: 9 Types of Listening,Why is listening counted as half of all communication?,3859
024-009,024,1,9,Foundations: Further Distinctions on Discriminative Listening,What happens when you listen to the words instead of the person?,499
024-010,024,1,10,Core Conditions for Respectful Communicating,What did Carl Rogers say a person needs in order to grow?,3160
024-011,024,1,11,Demonstration: The Core Conditions for Respectful Communicating,"What do empathy, genuineness and positive regard look like in practice?",2396
024-012,024,1,12,The Nine Attitudes of Unconditional Positive Regard,What makes someone judge a situation before they have understood it?,5087
024-013,024,1,13,The Four Basic Styles of Verbal Communication,"What separates dialogue from discourse, debate and diatribe?",3322
024-014,024,1,14,The Prerequisites of Positive Social Influence,What has to be in place before you can influence anyone for the better?,3630
024-015,024,1,15,The Pre-Communicating 'Full Cycle' Model,What is worth doing before you open your mouth?,3137
024-016,024,1,16,Six Factors that Undermine Relational Connecting,What quietly damages a connection while both people are still being polite?,3776
024-017,024,1,17,End of Section One Check-In,How do you make the first section's ideas stick?,492
024-018,024,2,18,Is Honesty Always the Best Policy?,What decides whether your words will be received at all?,1612
024-019,024,2,19,The Non-Directiveness of Conversational Influence,Are you steering the conversation or opening it up?,2899
024-020,024,2,20,A Discussion of Directive and Non-Directive Communications,Why does telling someone what to do so reliably shut them down?,2551
024-021,024,2,21,Discernment: The Three Levels of Discerning,How do you read a person accurately without assuming you already know them?,2016
024-022,024,2,22,Heart Conditions: A Basis for Human Receptiveness,Why does the same message land with one person and not another?,2600
024-023,024,2,23,"Reality, Ideology, and Belief Possibility Spaces",Which subjects are most likely to divide a conversation?,2542
024-024,024,2,24,A Discussion about Unpacking the Meaning of Words,Why do two people use the same words and mean different things?,3394
024-025,024,2,25,The Five Primary Communication Styles,Is the way you communicate a fixed trait or a habit?,4547
024-026,024,2,26,The Seven Stages of Human Relationships (Part 1),How does the ego get in the way of a genuine connection?,3318
024-027,024,2,27,The Seven Stages of Human Relationships (Part 2),Why does understanding yourself come before understanding anyone else?,2536
024-028,024,2,28,The Seven Stages of Human Relationships: A Discussion,What changes as a relationship moves from one stage to the next?,3278
024-029,024,2,29,Developing Judgmental Accuracy Through Cognitive Growth,How accurate is your reading of what someone means?,4414
024-030,024,2,30,Reflecting on the Health of Your Tongue,Where do your words actually come from?,4002
024-031,024,2,31,"Reframing Meanings, Perception and Interpretation",How do you change what a difficult situation means to you?,2825
024-032,024,2,32,Demonstration Discussion - The Reframing Game (Part 1),What does reframing look like when two people play with it?,2316
024-033,024,2,33,Demonstration Discussion - The Reframing Game (Part 2),Can a well chosen question open a possibility that a statement cannot?,3161
024-034,024,2,34,The Factors that Undermine Healthy Connecting,What does measuring yourself against other people do to your relationships?,5066
024-035,024,2,35,The Stages of Evolution in all Healthy Relationships,What has to shift for a relationship to genuinely deepen?,4016
024-036,024,2,36,Empowered and Disempowered Relationship Dynamics,Which three roles do people fall into when a relationship turns unhealthy?,2470
024-037,024,2,37,A Guide to Building Conflict-Resistant Connections,How do boundaries make a relationship stronger rather than smaller?,3562
024-038,024,2,38,End of Section Two Check In,How does the second section apply to your own circumstances?,432
024-039,024,3,39,Conversational Metaphors and Vague Ambiguity,Why do preachers and politicians speak in such general terms?,4742
024-040,024,3,40,Representational Systems for Effective Communication,How can you tell the way someone prefers to take in information?,4828
024-041,024,3,41,Communication Skills for Developing Rapport,Should you be aiming to get your communication right every time?,5887
024-042,024,3,42,Demonstration: How to Have a 'Disconnected' Conversation,What does a badly handled conversation actually look like from outside?,979
024-043,024,3,43,Demonstration: Engaging in a Deeply Connected Dialogue,What does active listening look like when you watch it happen?,4276
024-044,024,3,44,Mental Filter: The Interpretational Modelling Process,Why do you remember the one bad moment in an otherwise good exchange?,3426
024-045,024,3,45,Open Questioning for Invoking Dialogue,What do you ask when someone has taken offence at nothing?,4783
024-046,024,3,46,Demonstration: Open Questioning for Invoking Dialogue,How does breaking an idea into smaller pieces help two people agree?,2308
024-047,024,3,47,Milton H. Erickson and the 'CRITICAL' Factor,"What is the critical factor, and why would you want to bypass it?",5925
024-048,024,3,48,"Closing Thoughts, Summary, and Final Communication Principles",What is the most effective way to impress someone?,3771
024-049,024,3,49,Closing Discussion and Curtain Close,Why do so many people speak more openly to a therapist than to those closest to them?,1937
025-001,025,1,1,Welcome to the Training Course and Introductions,"What is hyperfocus, and can it be a skill rather than an accident?",2071
025-002,025,1,2,A Framework for Increased Productivity and Efficiency,Is doing more the same thing as doing it well?,3387
025-003,025,1,3,Defining an Overarching Objective for Life,What are you still emotionally tied to that you need to let go of?,2725
025-004,025,1,4,Charting Your Pathway towards Personal Progression,How do you know if you are still on course towards your own goal?,5047
025-005,025,1,5,The Blocks to Hyper-Personal Efficiency (Part 1),What is actually standing between you and consistent output?,3763
025-006,025,1,6,The Blocks to Hyper-Personal Efficiency (Part 2),What happens once you actually decide to act rather than wait?,3132
025-007,025,1,7,A Basis for Reflective (Wise) Self-Evaluation,How honestly can you actually assess yourself?,3281
025-008,025,1,8,A Practical Guide to Overcoming Distraction (Part 1),What can pinning down a tarpaulin teach you about managing your life?,3348
025-009,025,1,9,A Practical Guide to Overcoming Distraction (Part 2),How do you actually stop getting blown around by whatever comes up?,1853
025-010,025,1,10,Unpacking Your Core and Innermost Values (Part 1),"What are your core values, and how did you come to hold them?",3538
025-011,025,1,11,Unpacking Your Core and Innermost Values (Part 2),How have your values changed as you have grown older?,2821
025-012,025,1,12,The Gibbs Reflective Model,How do you learn something useful from a genuinely bad experience?,2967
025-013,025,1,13,The Six Keys for Unlocking HYPER-Efficiency,Can real suffering still produce a meaningful life?,4123
025-014,025,1,14,Ikigai: A Purposeful Reason for Your Being,"What is your ikigai, and how do you actually find it?",3661
025-015,025,1,15,A Framework for Defining Inspiring Future Goals,What makes a goal inspiring rather than merely stated?,4411
025-016,025,1,16,Design Thinking: Well-Formed and Specified Goal Setting,How do you actually turn a well planned idea into action?,3925
025-017,025,1,17,The Four Levels of Self-Knowledge and Awareness,"What are the four levels of self-awareness, and which one are you living in?",3169
025-018,025,2,18,The Four States of Vision and Contentment,Is fulfilment the same thing as happiness?,3519
025-019,025,2,19,The Hierarchy of Competency Development (CD),Do you know what you do not yet know?,3781
025-020,025,2,20,Understanding Your Zone (and How to Get Into It),"Which zone are you operating in right now, and is it the right one?",4265
025-021,025,2,21,Context for Being a More Valuable Human (Part 1),"Who you are, how you are, and what you do: are all three aligned?",4122
025-022,025,2,22,Context for Being a More Valuable Human (Part 2),What daily habits are quietly working against your own productivity?,2916
025-023,025,2,23,The Kaizen Model for Continuing Improvement,"Can small, unremarkable steps actually produce lasting change?",3978
025-024,025,2,24,Redesign Your Day for Optimal Balance,Where is your day actually going?,5361
025-025,025,2,25,The Six Principles for Perpetual Personal Proficiency,What can every experience teach you if you are actually paying attention?,2340
025-026,025,2,26,The Difference Between Settling for Good and Striving for Great,When is settling for good actually the wrong call?,2410
025-027,025,2,27,The Stress (and Stress Management) Principle,"What is stress actually doing to you, beyond how it feels?",4247
025-028,025,2,28,Productivity - Vs - Progress - Vs - Personal Leadership,Is being productive the same as making real progress?,3838
025-029,025,2,29,The Alternative Faces of Influential Leadership,What actually makes somebody a leader worth following?,2851
025-030,025,2,30,An Uncommon Blueprint for Financial Excellence,What should your money actually be organised around?,5369
025-031,025,2,31,Understanding Cash Flow: Assets and Liabilities,Do you understand your own cash flow?,4402
025-032,025,2,32,The Simplest Business Planning Model in the World,Does a business plan have to be complicated to be useful?,3596
025-033,025,2,33,Getting Efficient: Six Types of Leverage,"What is leverage, and why does it matter more than effort alone?",5161
025-034,025,2,34,The Seven Projects (Course) Project,What happens when you actually apply what you have learned about money?,1862
025-035,025,2,35,Closing Thoughts and Recommended Reads,"Are you producing outputs, or reaching outcomes?",3107
026-001,026,1,1,Welcome to The Mental Toughness and Inner Resilience Masterclass,What does mental toughness actually mean?,2490
026-002,026,1,2,Conflicting Mindsets: Contribution Versus Consumerism,"Do your beliefs actually belong to you, or were they simply inherited?",3509
026-003,026,1,3,The Journey towards Becoming Unshakeable (Part 1),What does the first stage of becoming unshakeable actually involve?,3375
026-004,026,1,4,The Journey towards Becoming Unshakeable (Part 2),What does the second stage of becoming unshakeable build on?,2459
026-005,026,1,5,Envisioning the Self-Disciplined Human Being,"What does a fully functioning, self-disciplined person actually look like?",4515
026-006,026,1,6,The Consequences of Mind Management and Self-Discipline,What actually makes somebody finally decide to change?,4087
026-007,026,1,7,The Five Degrees of Healthy Self-Reflecting,How honestly can you actually look at your own habits?,4010
026-008,026,1,8,The Roadblocks to Personal Growth and Development,What is actually standing in the way of your own growth?,5450
026-009,026,1,9,The Relationship Between Self-Awareness and Self-Discipline,What is mental toughness actually for?,4188
026-010,026,1,10,Thinking Different: Autopilot Versus Conscious Awareness,"Are you running on autopilot, or actually present?",3243
026-011,026,1,11,A Practical Guide to Overcoming Distraction,What happens to your attention the moment you name a goal?,2815
026-012,026,1,12,Cognition: A Framework for Developing Self-Discipline,How much does a single thought actually shape your life?,3584
026-013,026,1,13,Progress Orientation: Becoming Elevated in Thought,"Are you looking at what happened, or at the same thing everybody else is seeing?",2196
026-014,026,1,14,Mindlessness: The Pattern of Undisciplined Thinking,"Is your own mind working for you, or against you?",4154
026-015,026,2,15,The Seven Stages to Mind Mastery (Part 1),What are the seven stages of actually mastering your mind?,3595
026-016,026,2,16,The Seven Stages to Mind Mastery (Part 2),How do you carry the seven stages of mind mastery all the way through?,2948
026-017,026,2,17,A Model for Mind Management and Forging Self-Discipline,"Should decisions be made with logic, or with feeling?",1732
026-018,026,2,18,Understanding and Overcoming Toxic Thought Habits,Which of your thought habits actually serve you?,2136
026-019,026,2,19,Open and Closed Mindsets: A Contrastive Analysis,"Is your mindset open, or quietly closed?",2429
026-020,026,2,20,Between Stimulus and Response Always Lies a Choice,What actually happens in the gap between something happening and your reaction to it?,3881
026-021,026,2,21,The Opportunity Cost: Comparative Mindsets (Part 1),What are you actually giving up every time you choose something?,4080
026-022,026,2,22,The Opportunity Cost: Comparative Mindsets (Part 2),How does opportunity cost keep quietly shaping your choices day to day?,2900
026-023,026,2,23,Your Mindset: A Self-Reflection Exercise,What have you actually taken from this course so far?,1638
026-024,026,2,24,Counter-Cultural Attitudes Towards Self-Improvement,"Are your beliefs actually facts, or simply ideas you chose to adopt?",2694
